_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,rating,what_is_the_rationale_for_your_choice,friendly,friendlyshow,id,rating_gold,uri
847079486,12/18/2015 00:03:53,False,1835164259,,12/18/2015 00:01:36,False,elite,1.0,-3194480986355014665,GBR,M5,Southend-on-sea,Good (weak influence),The fact that it's a classic points towards good.,SonyPicturesClassicsFilms,Sony Pictures Classics Films,1206,,https://en.wikipedia.org/wiki/Category:Sony_Pictures_Classics_films
847079486,12/18/2015 04:19:55,False,1835430586,,12/18/2015 04:17:51,False,prodege,1.0,5828300319696084045,CAN,ON,North York,Good (weak influence),A number of different movies that are considered classics,SonyPicturesClassicsFilms,Sony Pictures Classics Films,1206,,https://en.wikipedia.org/wiki/Category:Sony_Pictures_Classics_films
847079487,12/15/2015 19:28:07,False,1833109819,,12/15/2015 19:22:10,False,inboxpounds,1.0,986650522563402638,GBR,K7,Reading,no_influence,This category is to broad to be anything other and likely not be in in English,SpanishFilms,Spanish Films,1292,,https://en.wikipedia.org/wiki/Category:Spanish_films
847079487,12/15/2015 20:42:08,False,1833175060,,12/15/2015 20:39:57,False,instagc,1.0,-3945993525725640437,USA,PA,Philadelphia,no_influence,A film being made in Spain has no impact on whether it's good or bad.,SpanishFilms,Spanish Films,1292,,https://en.wikipedia.org/wiki/Category:Spanish_films
847079487,12/15/2015 20:48:30,False,1833181198,,12/15/2015 20:46:48,False,instagc,0.8333,-2423240968218287653,USA,IN,Indianapolis,Bad (weak influence),I dont speak Spanish,SpanishFilms,Spanish Films,1292,,https://en.wikipedia.org/wiki/Category:Spanish_films
847079487,12/15/2015 23:04:10,False,1833304393,,12/15/2015 22:59:08,False,prodege,1.0,2895697218471015726,CAN,ON,Ottawa,no_influence,It is a compilation of Spanish films.,SpanishFilms,Spanish Films,1292,,https://en.wikipedia.org/wiki/Category:Spanish_films
847079487,12/15/2015 23:41:09,False,1833331665,,12/15/2015 23:40:31,False,instagc,1.0,2277784276678441681,USA,WV,Martinsburg,no_influence,Language has no influence,SpanishFilms,Spanish Films,1292,,https://en.wikipedia.org/wiki/Category:Spanish_films
847079488,12/14/2015 11:51:09,False,1831538253,,12/14/2015 11:46:23,False,elite,1.0,-320687174036273626,GBR,H9,London,no_influence,Only information about period of the making of a film,X2000Films,Films Released In 2000,1317,,https://en.wikipedia.org/wiki/Category:2000_films
847079488,12/14/2015 14:19:34,False,1831594887,,12/14/2015 14:16:58,False,neodev,0.8333,164728475736616226,USA,FL,Naples,no_influence,just a year,X2000Films,Films Released In 2000,1317,,https://en.wikipedia.org/wiki/Category:2000_films
847079488,12/14/2015 14:51:07,False,1831611174,,12/14/2015 14:30:49,False,clixsense,1.0,-8608807635120794393,GBR,,,no_influence,Was 2000 a year in which all films got the same rating? I strongly suspect not! The year of release cannot tell you anything about the quality or rating of any specific film.,X2000Films,Films Released In 2000,1317,,https://en.wikipedia.org/wiki/Category:2000_films
847079488,12/14/2015 16:34:16,False,1831702993,,12/14/2015 16:32:06,False,clixsense,1.0,-5052343630977245211,CAN,BC,Chetwynd,no_influence,Some good movies in 2000 some bad movies.,X2000Films,Films Released In 2000,1317,,https://en.wikipedia.org/wiki/Category:2000_films
847079488,12/14/2015 18:08:48,False,1831815384,,12/14/2015 18:06:34,False,instagc,1.0,-8126200878490149936,USA,VA,Midlothian,no_influence,This is just a random fact about movies (year of release) that doesn't make me more or less enthusiastic.,X2000Films,Films Released In 2000,1317,,https://en.wikipedia.org/wiki/Category:2000_films
847079489,12/17/2015 06:24:31,False,1834333967,,12/17/2015 06:23:33,False,prodege,0.8333,3226699478869055084,CAN,ON,Acton,no_influence,general movie,AmericanHorrorFilms,American Horror Films,1320,,https://en.wikipedia.org/wiki/Category:American_horror_films
847079489,12/17/2015 14:28:16,False,1834636691,,12/17/2015 14:25:35,False,prodege,1.0,-2384979583145664931,USA,NY,Rochester,no_influence,It more or less just tells the genre of the film.,AmericanHorrorFilms,American Horror Films,1320,,https://en.wikipedia.org/wiki/Category:American_horror_films
847079489,12/17/2015 18:42:07,False,1834811770,,12/17/2015 18:27:35,False,eup_slw,1.0,6042609680694084963,GBR,H9,London,no_influence,The origin of a movie and its genre do not dictate how good or bad the movie is.,AmericanHorrorFilms,American Horror Films,1320,,https://en.wikipedia.org/wiki/Category:American_horror_films
847079489,12/18/2015 00:03:53,False,1835164246,,12/18/2015 00:01:36,False,elite,1.0,-3194480986355014665,GBR,M5,Southend-on-sea,no_influence,It's just a statement which says nothing really.,AmericanHorrorFilms,American Horror Films,1320,,https://en.wikipedia.org/wiki/Category:American_horror_films
847079489,12/18/2015 04:19:55,False,1835430583,,12/18/2015 04:17:51,False,prodege,1.0,5828300319696084045,CAN,ON,North York,no_influence,This is a genre and includes a number of different movies,AmericanHorrorFilms,American Horror Films,1320,,https://en.wikipedia.org/wiki/Category:American_horror_films
847079490,12/14/2015 17:36:31,False,1831774352,,12/14/2015 17:28:49,False,instagc,1.0,-2896527793095509241,USA,MN,Minneapolis,no_influence,"this is merely a list of films, not a ranking",FrenchFilms,French Films,1371,,https://en.wikipedia.org/wiki/Category:French_films
847079490,12/14/2015 18:25:08,False,1831829733,,12/14/2015 18:22:51,False,instagc,1.0,4383770319965537099,GBR,W7,Alexandria,no_influence,"some will be good, others could be awful",FrenchFilms,French Films,1371,,https://en.wikipedia.org/wiki/Category:French_films
847079490,12/14/2015 18:45:44,False,1831846942,,12/14/2015 18:32:26,False,cotter,1.0,1144460909596711058,USA,,,no_influence,"This is simply for all french films, not bad or good.",FrenchFilms,French Films,1371,,https://en.wikipedia.org/wiki/Category:French_films
847079490,12/14/2015 19:22:53,False,1831881503,,12/14/2015 19:19:47,False,instagc,0.8333,6863408807805323265,USA,MO,Branson,Good (weak influence),French films are viewed as being of an elite nature.,FrenchFilms,French Films,1371,,https://en.wikipedia.org/wiki/Category:French_films
847079490,12/14/2015 21:59:36,False,1832191975,,12/14/2015 21:58:14,False,clixsense,1.0,-2611445308894270360,GBR,G8,Batley,Bad (weak influence),May put some off,FrenchFilms,French Films,1371,,https://en.wikipedia.org/wiki/Category:French_films
847079491,12/16/2015 03:39:14,False,1833470970,,12/16/2015 03:36:30,False,bitcoinget,1.0,-2405659520457746421,CAN,ON,Toronto,good_strong_influence,Academy ward winning performances are generally very good,FilmsFeaturingABestSupportingActorAcademyAwardWinningPerformance,Films Featuring A Best Supporting Actor Academy Award Winning Performance,1442,,https://en.wikipedia.org/wiki/Category:Films_featuring_a_Best_Supporting_Actor_Academy_Award_winning_performance
847079491,12/16/2015 04:37:26,False,1833491860,,12/16/2015 04:25:08,False,prodege,1.0,5061137115979871410,CAN,AB,Edmonton,good_strong_influence,Award winning.,FilmsFeaturingABestSupportingActorAcademyAwardWinningPerformance,Films Featuring A Best Supporting Actor Academy Award Winning Performance,1442,,https://en.wikipedia.org/wiki/Category:Films_featuring_a_Best_Supporting_Actor_Academy_Award_winning_performance
847079491,12/16/2015 07:05:18,False,1833552125,,12/16/2015 07:02:30,False,neodev,1.0,5146090784584979037,USA,CA,Torrance,Good (weak influence),,FilmsFeaturingABestSupportingActorAcademyAwardWinningPerformance,Films Featuring A Best Supporting Actor Academy Award Winning Performance,1442,,https://en.wikipedia.org/wiki/Category:Films_featuring_a_Best_Supporting_Actor_Academy_Award_winning_performance
847079491,12/16/2015 08:47:02,False,1833645615,,12/16/2015 08:45:25,False,eup_slw,1.0,-207027250931399443,USA,CA,Visalia,good_strong_influence,Has no influence to me.,FilmsFeaturingABestSupportingActorAcademyAwardWinningPerformance,Films Featuring A Best Supporting Actor Academy Award Winning Performance,1442,,https://en.wikipedia.org/wiki/Category:Films_featuring_a_Best_Supporting_Actor_Academy_Award_winning_performance
847079491,12/16/2015 08:48:53,False,1833648032,,12/16/2015 08:48:21,False,clixsense,1.0,-4913216405221838472,CAN,QC,Montréal,good_strong_influence,,FilmsFeaturingABestSupportingActorAcademyAwardWinningPerformance,Films Featuring A Best Supporting Actor Academy Award Winning Performance,1442,,https://en.wikipedia.org/wiki/Category:Films_featuring_a_Best_Supporting_Actor_Academy_Award_winning_performance
847079492,12/17/2015 06:24:31,False,1834333962,,12/17/2015 06:23:33,False,prodege,0.8333,3226699478869055084,CAN,ON,Acton,no_influence,general movie,SlasherFilms,Slasher Films,1459,,https://en.wikipedia.org/wiki/Category:Slasher_films
847079492,12/17/2015 14:28:16,False,1834636690,,12/17/2015 14:25:35,False,prodege,1.0,-2384979583145664931,USA,NY,Rochester,Bad (weak influence),Slasher films tend to have a reputation for not being of the highest quality of content,SlasherFilms,Slasher Films,1459,,https://en.wikipedia.org/wiki/Category:Slasher_films
847079492,12/17/2015 18:42:07,False,1834811767,,12/17/2015 18:27:35,False,eup_slw,1.0,6042609680694084963,GBR,H9,London,no_influence,I do not believe a genre of a film can influence whether it is a good or a bad movie. However most horror movies are unlikely to be judged this way because the target audience is so small relative to mainstream movies and most horror movies do not take themselves seriously.,SlasherFilms,Slasher Films,1459,,https://en.wikipedia.org/wiki/Category:Slasher_films
847079492,12/18/2015 00:03:53,False,1835164251,,12/18/2015 00:01:36,False,elite,1.0,-3194480986355014665,GBR,M5,Southend-on-sea,no_influence,The statement says nothing.,SlasherFilms,Slasher Films,1459,,https://en.wikipedia.org/wiki/Category:Slasher_films
847079492,12/18/2015 04:19:55,False,1835430575,,12/18/2015 04:17:51,False,prodege,1.0,5828300319696084045,CAN,ON,North York,no_influence,Some people like this genre and others do not,SlasherFilms,Slasher Films,1459,,https://en.wikipedia.org/wiki/Category:Slasher_films
847079493,12/17/2015 06:24:31,False,1834333974,,12/17/2015 06:23:33,False,prodege,0.8333,3226699478869055084,CAN,ON,Acton,no_influence,general movie,FrenchDramaFilms,French Drama Films,1461,,https://en.wikipedia.org/wiki/Category:French_drama_films
847079493,12/17/2015 14:28:16,False,1834636683,,12/17/2015 14:25:35,False,prodege,1.0,-2384979583145664931,USA,NY,Rochester,no_influence,It doesn't provide any insight into how good or bad the movie will be.,FrenchDramaFilms,French Drama Films,1461,,https://en.wikipedia.org/wiki/Category:French_drama_films
847079493,12/17/2015 18:42:07,False,1834811768,,12/17/2015 18:27:35,False,eup_slw,1.0,6042609680694084963,GBR,H9,London,no_influence,"A film's genre and country of origin does not affect whether it is a good or a bad movie - it is the actors, the story and the way it is told amongst other things.",FrenchDramaFilms,French Drama Films,1461,,https://en.wikipedia.org/wiki/Category:French_drama_films
847079493,12/18/2015 00:03:53,False,1835164250,,12/18/2015 00:01:36,False,elite,1.0,-3194480986355014665,GBR,M5,Southend-on-sea,no_influence,Nothing in the statement indicates anything one way or the other,FrenchDramaFilms,French Drama Films,1461,,https://en.wikipedia.org/wiki/Category:French_drama_films
847079493,12/18/2015 04:19:55,False,1835430588,,12/18/2015 04:17:51,False,prodege,1.0,5828300319696084045,CAN,ON,North York,no_influence,This is a genre and includes a number of different movies,FrenchDramaFilms,French Drama Films,1461,,https://en.wikipedia.org/wiki/Category:French_drama_films
847079494,12/15/2015 19:28:07,False,1833109827,,12/15/2015 19:22:10,False,inboxpounds,1.0,986650522563402638,GBR,K7,Reading,Good (weak influence),Thriller movies make this 'Good',X2000sThrillerFilms,Thriller Films Released In 2000s,1615,,https://en.wikipedia.org/wiki/Category:2000s_thriller_films
847079494,12/15/2015 20:42:08,False,1833175057,,12/15/2015 20:39:57,False,instagc,1.0,-3945993525725640437,USA,PA,Philadelphia,no_influence,A film being released in a certain decade has no impact on whether it is considered good or bad as an individual film.,X2000sThrillerFilms,Thriller Films Released In 2000s,1615,,https://en.wikipedia.org/wiki/Category:2000s_thriller_films
847079494,12/15/2015 20:48:30,False,1833181193,,12/15/2015 20:46:48,False,instagc,0.8333,-2423240968218287653,USA,IN,Indianapolis,Good (weak influence),Lots of good movies that decade.,X2000sThrillerFilms,Thriller Films Released In 2000s,1615,,https://en.wikipedia.org/wiki/Category:2000s_thriller_films
847079494,12/15/2015 23:04:10,False,1833304386,,12/15/2015 22:59:08,False,prodege,1.0,2895697218471015726,CAN,ON,Ottawa,no_influence,This is a compilation of thriller films released in 2000s.  No indications of award recognition or good reviews.,X2000sThrillerFilms,Thriller Films Released In 2000s,1615,,https://en.wikipedia.org/wiki/Category:2000s_thriller_films
847079494,12/15/2015 23:41:09,False,1833331663,,12/15/2015 23:40:31,False,instagc,1.0,2277784276678441681,USA,WV,Martinsburg,no_influence,Age has no influence,X2000sThrillerFilms,Thriller Films Released In 2000s,1615,,https://en.wikipedia.org/wiki/Category:2000s_thriller_films
847079495,12/16/2015 03:39:14,False,1833470974,,12/16/2015 03:36:30,False,bitcoinget,1.0,-2405659520457746421,CAN,ON,Toronto,no_influence,Year released doesn't influence quality,X2010Films,Films Released In 2010s,1635,,https://en.wikipedia.org/wiki/Category:2010_films
847079495,12/16/2015 04:37:26,False,1833491863,,12/16/2015 04:25:08,False,prodege,1.0,5061137115979871410,CAN,AB,Edmonton,Bad (weak influence),personal opinion.,X2010Films,Films Released In 2010s,1635,,https://en.wikipedia.org/wiki/Category:2010_films
847079495,12/16/2015 07:05:18,False,1833552129,,12/16/2015 07:02:30,False,neodev,1.0,5146090784584979037,USA,CA,Torrance,no_influence,,X2010Films,Films Released In 2010s,1635,,https://en.wikipedia.org/wiki/Category:2010_films
847079495,12/16/2015 08:47:02,False,1833645629,,12/16/2015 08:45:25,False,eup_slw,1.0,-207027250931399443,USA,CA,Visalia,no_influence,Has no influence towards me.,X2010Films,Films Released In 2010s,1635,,https://en.wikipedia.org/wiki/Category:2010_films
847079495,12/16/2015 08:48:53,False,1833648022,,12/16/2015 08:48:21,False,clixsense,1.0,-4913216405221838472,CAN,QC,Montréal,no_influence,,X2010Films,Films Released In 2010s,1635,,https://en.wikipedia.org/wiki/Category:2010_films
847079496,12/14/2015 17:36:31,False,1831774353,,12/14/2015 17:28:49,False,instagc,1.0,-2896527793095509241,USA,MN,Minneapolis,no_influence,this is merely a list of films,EnglishlanguageFilms,Englishlanguage Films,1642,,https://en.wikipedia.org/wiki/Category:English-language_films
847079496,12/14/2015 18:25:08,False,1831829719,,12/14/2015 18:22:51,False,instagc,1.0,4383770319965537099,GBR,W7,Alexandria,Good (weak influence),These films generally are well received globally,EnglishlanguageFilms,Englishlanguage Films,1642,,https://en.wikipedia.org/wiki/Category:English-language_films
847079496,12/14/2015 18:45:44,False,1831846938,,12/14/2015 18:32:26,False,cotter,1.0,1144460909596711058,USA,,,no_influence,This is just letting you know about english language films,EnglishlanguageFilms,Englishlanguage Films,1642,,https://en.wikipedia.org/wiki/Category:English-language_films
847079496,12/14/2015 19:22:53,False,1831881506,,12/14/2015 19:19:47,False,instagc,0.8333,6863408807805323265,USA,MO,Branson,Good (weak influence),People like movies in a language they understand without having to read subtitles.,EnglishlanguageFilms,Englishlanguage Films,1642,,https://en.wikipedia.org/wiki/Category:English-language_films
847079496,12/14/2015 21:59:36,False,1832191979,,12/14/2015 21:58:14,False,clixsense,1.0,-2611445308894270360,GBR,G8,Batley,good_strong_influence,Isn't that why we here!?,EnglishlanguageFilms,Englishlanguage Films,1642,,https://en.wikipedia.org/wiki/Category:English-language_films
847079497,12/16/2015 09:33:03,False,1833701176,,12/16/2015 09:26:05,False,clixsense,0.8333,7459219754500922152,GBR,H9,London,no_influence,"A group of Spanish films, no influence on rating.",SpanishlanguageFilms,Spanishlanguage Films,1754,,https://en.wikipedia.org/wiki/Category:Spanish-language_films
847079497,12/16/2015 16:05:38,False,1833855626,,12/16/2015 16:03:45,False,zoombucks,1.0,3106448081887507952,USA,IN,Fishers,no_influence,There are both good and bad spanish language films,SpanishlanguageFilms,Spanishlanguage Films,1754,,https://en.wikipedia.org/wiki/Category:Spanish-language_films
847079497,12/16/2015 20:00:06,False,1833971720,,12/16/2015 19:58:16,False,prodege,1.0,51688712490601529,GBR,M3,Dulverton,no_influence,"This explains that the film is in Spanish, but not if it is any good",SpanishlanguageFilms,Spanishlanguage Films,1754,,https://en.wikipedia.org/wiki/Category:Spanish-language_films
847079497,12/17/2015 01:14:48,False,1834147977,,12/17/2015 01:11:57,False,neodev,1.0,4255522836901540758,GBR,H5,Long Whatton,no_influence,Spanish language films are for a Spanish audience so will have no effect on rating from them groups.,SpanishlanguageFilms,Spanishlanguage Films,1754,,https://en.wikipedia.org/wiki/Category:Spanish-language_films
847079497,12/17/2015 04:54:41,False,1834290318,,12/17/2015 04:48:57,False,prizerebel,1.0,-3863026753552094406,USA,WI,Oconomowoc,Good (weak influence),"The Spanish speaking population in the US and Canada is growing constantly, and therefore Spanish Speaking films will probably get slightly higher ratings from that audience.",SpanishlanguageFilms,Spanishlanguage Films,1754,,https://en.wikipedia.org/wiki/Category:Spanish-language_films
