_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_country,_region,_city,what_is_the_rationale_for_your_choice,which_of_the_rules_do_you_find_as_more_plausible,what_is_the_rationale_for_your_choice_gold,which_of_the_rules_do_you_find_as_more_plausible_gold,x,y
877194083,2/10/2016 00:26:09,1888429033,2/10/2016 00:21:30,False,prodege,0.2135,CAN,ON,Ottawa,"Jenny is 32 and is a very bright person, with a good job. The fact she is single goes toward implying she may be a feminist. Finding the right guy can be more difficult if you are all about girl power. She is also deeply concerned with discrimination and social injustice,  two issues when combined with everything else can strongly point towards feminist beliefs. I think she is smart, and very independent, and does not need a man to help her, she can do it all herself. She is a bank teller, and most likely a feminist.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 00:46:29,1888475522,2/10/2016 00:44:56,False,instagc,0.5165,USA,TX,Sunnyvale,"She is probably active in feminist movement, but there is no guarantee that she is",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 00:49:25,1888479341,2/10/2016 00:43:37,False,neodev,0.5165,USA,CA,Saratoga,A single woman of 32 yeara old? Probably the concern he has for discrimination affects their privacy.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 02:29:37,1888576693,2/10/2016 02:28:30,False,neodev,0.5213,CAN,QC,Montréal,"Jane is more likely a worker in bank, but whether she's a feminist activist is unknow",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 02:32:24,1888579213,2/10/2016 02:28:04,False,prodege,0.2128,CAN,ON,Toronto,"In the statement, Jenny is deeply concerned with issues of discrimination and social justice. From the options, one of them states that it is not clear whether she is active in the feminist movement which I do not believe is true. The other option states that she is not active in feminist movement which I believe is false.
Jenny working as a cashier in a bank seems like a viable option.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 02:35:04,1888581238,2/10/2016 02:31:29,False,clixsense,0.5213,CAN,ON,Stoney Creek,"She is educated so she might have minored in banking or business of some sort. Therefore, she is likely more qualified to be more than a cashier. As someone with a passion for social justice I can't imagine her not being a part of the feminist movement.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 03:21:19,1888608918,2/10/2016 03:18:24,False,fusioncash,0.5263,USA,KY,Owensboro,"She's very bright, and would probably be good with numbers.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 03:36:31,1888617405,2/10/2016 03:34:10,False,prodege,0.2708,GBR,H2,Accrington,There is nothing mentioned about Jenny's job in the description therefore it eliminated the 2 mentioning jobs,jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/10/2016 05:11:10,1888684660,2/10/2016 05:09:21,False,prodege,0.5258,CAN,QC,Québec,"We do not know if she is active in feminist movement, yet we can suspect it. Since she's 32 and it is an option, she most likely is a bank teller.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 05:23:07,1888710973,2/10/2016 05:22:06,False,prodege,0.5306,USA,CA,Studio City,The other two choices don't match with what is known about Jenny.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 07:03:56,1888823994,2/10/2016 06:50:14,False,neodev,0.2121,USA,IL,Chicago,"because Jenny is a cashier in a bank more possibility than
Jenny is not active in feminist movement.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 08:18:35,1888895747,2/10/2016 08:17:54,False,prodege,0.53,CAN,AB,Calgary,more bank tellers,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 09:33:06,1888971540,2/10/2016 09:31:48,False,gifthunterclub,0.2178,GBR,C5,Sale,most likely,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 10:43:30,1889044114,2/10/2016 10:41:52,False,prodege,0.2255,GBR,V8,Coatbridge,"her interest in political activity is likely to have continued, whatever her employment",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 12:34:13,1889147679,2/10/2016 12:22:44,False,clixsense,0.5243,USA,HI,Honolulu,The rationale for my choice is that Jenny's occupation as a bank teller is very plausible.  Whether or not she actively participates in the feminist movement is unknown.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 13:02:09,1889171635,2/10/2016 13:01:15,False,tremorgames,0.2233,USA,MN,Owatonna,The most probable scenario,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 13:11:39,1889180353,2/10/2016 12:22:30,False,neodev,0.5238,USA,CA,Santa Ana,Women with high levels of education tend to usually be part of egalitarian movements,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 13:18:12,1889186139,2/10/2016 13:17:00,False,neodev,0.2476,USA,CA,San Jose,Jenny´s smart,jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/10/2016 13:46:31,1889210019,2/10/2016 13:44:43,False,prodege,0.5234,USA,MI,Ferndale,The third one seems more probable just because you really can't decide whether she is active in feminist movement from the statements provided.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 14:27:55,1889243096,2/10/2016 14:26:34,False,neodev,0.5278,USA,MI,Commerce Township,It takes in to account all the information provided.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 15:29:30,1889293848,2/10/2016 15:27:01,False,elite,0.2569,GBR,H9,London,because it is in a feminist movement,jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/10/2016 16:04:25,1889317199,2/10/2016 15:57:06,False,neodev,0.2273,USA,VA,Manassas,"because of her previous data, i think that she can have better jobs and if she was deeply concerned with Issues of discrimination and social justice does not mean that this pro-feminist movements",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 17:52:42,1889400926,2/10/2016 17:50:08,False,clixsense,0.2613,CAN,ON,Ottawa,none of feminist is seen. She mostly involved with social and environment,jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/10/2016 18:25:08,1889427119,2/10/2016 18:24:27,False,neodev,0.2679,GBR,G6,Hull,There are far less feminists than bank tellers.,jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/10/2016 18:40:56,1889440371,2/10/2016 18:36:08,False,instagc,0.2301,CAN,BC,Quesnel,"The first is most probable. As an outspoken college educated female, with special interest in discrimination, the probability of her also being a feminist is higher than one would find in the general population, but it is not specifically stated. Because of this, I would rule out choice two. The choice that gives the least amount of information between 1 and 3 is generally the safest choice to make, as less information (1 thing to ponder, vs 2), makes it more likely to avoid error.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 19:02:44,1889462728,2/10/2016 18:58:12,False,zoombucks,0.2368,USA,IN,Fishers,Being outspoken and a social activist makes the other two options less likely.,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 19:56:48,1889529121,2/10/2016 19:55:17,False,instagc,0.5043,USA,OK,Broken Arrow,"Her views on social justice as well as discrimination likely led her to the feminist movement. The career options, however, do not reflect her college major therefore that was a more difficult decision to make.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 20:41:27,1889586284,2/10/2016 20:38:51,False,clixsense,0.2414,USA,FL,Tampa,being deeply concerned with discrimination and social injustice she would have to be aware of inequality of sexes and be a proponent for wowen and probably a lesbian,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 22:25:33,1889740281,2/10/2016 22:24:15,False,elite,0.5043,CAN,BC,Kelowna,There is no evidence given that she is active in a feminist movement.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 23:05:07,1889775465,2/10/2016 23:03:19,False,cotter,0.2417,USA,TX,Dallas,Only plausible choice,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/10/2016 23:06:31,1889776777,2/10/2016 23:00:57,False,clixsense,0.5083,USA,NY,New York,"Everything is not correct  in this description of Jenny.Jenny is a student,not bank teller.She's not in feminists movement,but participate in a anti-nuclear demonstrations.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 23:09:42,1889779613,2/10/2016 23:06:01,False,gifthunterclub,0.5083,USA,CA,Saratoga,I think the right thing would be to say that Jenny is an activist and feminist,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/10/2016 23:20:56,1889789168,2/10/2016 23:19:04,False,elite,0.2562,USA,VA,Manassas,"Because she is concerned about the social discrimination, and justice therefore gender equity",jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/11/2016 02:16:16,1890002108,2/11/2016 02:12:26,False,coinworker,0.5122,USA,WA,Kent,"From the information posited, Jenny probably does get involved in social movements like the feminist movement. Also, as a philosophy major, she might not be able to find a job more apropos to her field or renumerative than cashiering at a bank.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/11/2016 02:21:29,1890009853,2/11/2016 02:20:00,False,clixsense,0.5122,CAN,BC,Burnaby,She sounds really nice and can get along and socialize with people. Could be an activist.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/11/2016 04:25:27,1890133372,2/11/2016 04:24:18,False,clixsense,0.2419,USA,WA,Kenmore,not enough information,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/11/2016 04:38:38,1890142796,2/11/2016 04:36:54,False,instagc,0.512,USA,KS,Emporia,"It is impossible given the information to know that Jenny is a bank teller, however, it is equally impossible to know whether she is in the feminist movement. Although she is known to support social justice causes, she may not like to associate herself with that particular movement.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/11/2016 09:56:55,1890513096,2/11/2016 09:48:35,False,prodege,0.254,CAN,ON,Kitchener,Less women are involved in the feminist movement than are bank tellers,jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/11/2016 12:49:25,1890712994,2/11/2016 12:46:28,False,clixsense,0.2598,GBR,,,"By statistics it is unlikely that Jenny will work in a bank, or that she is an active in the feminist movement based on percentages of bank tellers and active feminists",jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/11/2016 12:59:21,1890717842,2/11/2016 12:56:13,False,prodege,0.2362,USA,CA,San Diego,"Statements 2 and 3 are least probable since Jenny was an activist in her college years. She stands up for social injustice and therefore it is unlikely she would not stand up for feminine rights.  Therefore, the first statement is more probable.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/11/2016 13:31:14,1890734843,2/11/2016 13:26:20,False,clixsense,0.2636,USA,NJ,Mount Laurel,"""""Jenny is 32 years old, single, outspoken, and very bright. She majored in philosophy. As a student, she was deeply concerned with issues of discrimination and social justice, and also participated in anti-nuclear demonstrations."""" The description is completely devoid as to the 3 choices and reveals  nothing .",jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/11/2016 13:41:32,1890740747,2/11/2016 13:40:46,False,gifthunterclub,0.2462,USA,FL,Naples,she is a peace girl,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/11/2016 14:20:46,1890764956,2/11/2016 14:08:11,False,neodev,0.2519,USA,CA,Burbank,"She has a job just as everyone else. It doesn't mean she is either active or not in feminist movement. In the case she would be active in feminist movement, someone would know. But the most common thing is that she is not involved in such movement, just like a normal person.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/11/2016 14:26:08,1890769340,2/11/2016 14:22:25,False,points2shop,0.2576,GBR,I4,Mitcham,She could be working as a cashier in a bank because she is bright and has a good education.  Cannot make any assumptions as to whether she is involved in the feminist movement so I decided against the other two options.,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/11/2016 15:04:37,1890794149,2/11/2016 14:54:20,False,instagc,0.2632,USA,TX,Booker,"My rationale for my choice is below. Jenny is bright and outspoken. She is probably great with people and therefore enjoys working with customer clientele. Since she is active in discrimination and social justice, it is probable that she is a feminine activist since she is female and has a heart for similar issues such as discrimination. It is probable she is involved with non-profits in her free-time that involve feminine activist, discrimination, and social justice. There are many people that have a ""day"" job but can deeply care about other important issues. Thank you for your time.",jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/11/2016 16:46:08,1890875921,2/11/2016 16:45:17,False,instagc,0.4889,USA,IL,Carlyle,there is no information about her being a feminist,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/11/2016 16:46:16,1890876073,2/11/2016 16:45:54,False,clixsense,0.4889,USA,NY,Buffalo,probability,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/11/2016 17:14:17,1890896766,2/11/2016 17:12:30,False,instagc,0.2555,GBR,F2,Fareham,"You can't work out if Jenny is a cashier in a bank from what you've said in the statement about Jenny. I can only presume she's not a feminist from what is being said. Although her being female, single and outspoken doesn't necessarily make her a feminist or not...",jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/11/2016 17:14:24,1890896856,2/11/2016 17:11:35,False,bitcoinget,0.2628,USA,MO,Strafford,#2 and #3 are likely false. Leaving #1 as the remaining choice.,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/11/2016 17:52:45,1890926212,2/11/2016 17:51:28,False,clixsense,0.4855,USA,PA,Apollo,the other 2 are not proven,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/11/2016 18:47:47,1890970786,2/11/2016 18:39:20,False,prodege,0.4892,GBR,,,"There is no way of actually knowing what Jenny is doing now, and whether she is active in the feminist movement or not. However, given her interests as a student it is likely that she will still have an interest in social justice (which may or may not be feminism). Given her qualifications she is probably more likely to be a bank teller than a bank cashier and since there is no way of knowing wheter she is an active feminist or not I chose the third option.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/11/2016 19:57:10,1891056506,2/11/2016 19:53:53,False,neodev,0.4929,USA,UT,Providence,I think that is what is most similar according to the description,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/11/2016 20:44:12,1891119106,2/11/2016 20:35:46,False,prodege,0.2553,GBR,Z1,Swansea,"Although Jenny used to be very interested in issues of discrimination nothing proves her to be a feminist; shes interested in all aspects of discrimination and inequalities not just feminism 
 As she majored in philosophy then she is more likely to seek a profession where her skills could be used as opposed to working in a bank",jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/11/2016 21:56:39,1891257955,2/11/2016 21:09:32,False,prodege,0.4965,CAN,ON,Sudbury,There is no mention of the feminist movement in the text.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/11/2016 22:04:29,1891267674,2/11/2016 22:02:07,False,prodege,0.4965,GBR,C3,Cambridge,Not enough information to be able to tell if she is a feminist.,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/11/2016 22:29:27,1891296448,2/11/2016 22:26:31,False,instagc,0.2569,USA,KY,Louisville,"It shows that she is active in other movements and such, but does not say anything and the feminist movement. The statement doesn't say anything about Jenny working for/at a bank of any type, so we can not assume that she does.",jenny_is_not_active_in_feminist_movement,,,z,s
877194083,2/11/2016 22:42:38,1891309592,2/11/2016 22:41:13,False,clixsense,0.4966,CAN,QC,Montréal,"Regardless of Jenny's history of concern with issues of discrimination and social justice, there is not enough information to say with any certainty whether or not she is currently active in the feminist momement.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/12/2016 00:52:25,1891423393,2/12/2016 00:50:30,False,neodev,0.2534,CAN,QC,Montréal,the reason is that a cashier may encourage others with all their studies,jenny_works_as__a_cashier_in_a_bank,,,z,s
877194083,2/12/2016 01:08:06,1891440628,2/12/2016 01:06:31,False,prodege,0.5,GBR,K3,Peterborough,she is concerned about issues but they are not feminist,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/12/2016 01:12:41,1891447577,2/12/2016 01:07:01,False,bitcoinget,0.5,USA,FL,Jacksonville,"Jenny is in her 30s which usually prioritizes being in the work force rather than the potential ethics of the workplace. Working at a bank would have been more unlikely if she were younger, as she would be more attune towards her own personal philosophies and would view a bank as a social transgressor. She may still pursue her personal philosophies through a feminist movement, thus it is not known if she is active in a feminist movement.",jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/12/2016 05:31:48,1891863181,2/12/2016 05:30:41,False,prodege,0.5034,USA,IL,Des Plaines,because,jenny_is_a_bank_teller_and_it_is_not_known_if_she_is_active_in_feminist_movement,,,z,s
877194083,2/12/2016 09:19:17,1892236105,2/12/2016 09:18:04,False,prodege,1.0,CAN,BC,Coquitlam,Most people are not active in the feminist movement. Clearly the best odds are for this choice.,jenny_is_not_active_in_feminist_movement,,,z,s
