_unit_id,_created_at,_updated_at,_golden,cluer1,cluer2,correctlyclassifiedoverlap,coverageoverlap,id,intersectionwholerule,label,literalintersectionlength,r1,r1conf,r1correct,r1coverage,r1id,r1len,r1supp,r2,r2conf,r2correct,r2coverage,r2id,r2len,r2supp,tag,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason,what_is_the_rationale_for_your_choice_gold,what_is_the_rationale_for_your_choice_gold_reason,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason
815374268,10/26/2015 15:06:28,10/26/2015 21:58:17,"","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,4,"['United Kingdom', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",1880.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",2415.0,3.0,0.0136986301369863,sameLengthRulesDisjunctAttL,"","",,,"",""
815374269,10/26/2015 15:06:28,10/26/2015 20:26:06,"","","","","",5,"",low,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Islands Of The Indian Ocean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Island Countries&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.938,"","","",2.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374270,10/26/2015 15:06:28,10/26/2015 20:26:06,"","","","","",6,"",low,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",2.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374271,10/26/2015 15:06:28,10/26/2015 15:06:28,"","","","","",7,"",low,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",2.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374272,10/26/2015 15:06:28,10/26/2015 21:58:18,"","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,8,"['United Kingdom', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",5153.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",6431.0,4.0,0.0136986301369863,sameLengthRulesDisjunctAttL,"","",,,"",""
815374273,10/26/2015 15:06:28,10/26/2015 20:26:06,"","","","","",9,"",high,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Bantu Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",2.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>African Countries&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",3.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374274,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,10,"['Rwanda', 'Uganda']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Landlocked Countries&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",3814.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",4593.0,4.0,0.0136986301369863,sameLengthRulesDisjunctAttH,"","",,,"",""
815374275,10/26/2015 15:06:28,12/4/2015 02:40:50,"","","","","",11,"",high,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1947&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>States And Territories Established In 1947&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",3.0,"",dfInvertedHeuristicsLargeDiffInRuleLen,"","",,,"",""
815374276,10/26/2015 15:06:28,11/17/2015 04:57:25,"","Following countries fall into all of the groups defined by the rule: <b>Indonesia, Malaysia</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Indonesia, Malaysia</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,12,"['Malaysia', 'Indonesia']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Southeast Asian Countries&nbsp;<b>and</b> </li><li>Member States Of The Organisation Of Islamic Cooperation&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Indonesia', 'Malaysia']","['Indonesia', 'Malaysia']",315.0,2.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Malayspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Developing 8Countries Member States&nbsp;<b>and</b> </li><li>Member States Of The Association Of Southeast Asian Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Indonesia', 'Malaysia']","['Indonesia', 'Malaysia']",920.0,3.0,0.0136986301369863,differentLengthRulesDisjunctAttH,"","",,,"",""
815374277,10/26/2015 15:06:28,11/25/2015 19:32:42,"","","","","",13,"",low,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",2.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374278,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,14,"['Rwanda', 'Uganda']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",3717.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Landlocked Countries&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",4547.0,4.0,0.0136986301369863,sameLengthRulesNonDisjunctAttH,"","",,,"",""
815374279,10/26/2015 15:06:28,11/25/2015 19:32:42,"","Following countries fall into all of the groups defined by the rule: <b>Kenya, Malaysia</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Kenya, Malaysia</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,15,"['Malaysia', 'Kenya']",high,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1963&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Kenya', 'Malaysia']","['Kenya', 'Malaysia']",738.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1963&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Kenya', 'Malaysia']","['Kenya', 'Malaysia']",2803.0,4.0,0.0136986301369863,differentLengthRulesR2subsumingR1AttH,"","",,,"",""
815374280,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Burundi, Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Burundi, Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,16,"['Rwanda', 'Uganda', 'Burundi']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Burundi', 'Rwanda', 'Uganda']","['Burundi', 'Rwanda', 'Uganda']",1224.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Landlocked Countries&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Burundi', 'Rwanda', 'Uganda']","['Burundi', 'Rwanda', 'Uganda']",4550.0,4.0,0.0205479452054795,differentLengthRulesDisjunctAttH,"","",,,"",""
815374281,10/26/2015 15:06:28,11/1/2015 15:45:18,"","Following countries fall into all of the groups defined by the rule: <b>Barbados, Botswana, Guyana, Lesotho </b><br/>For 3 of these countries (Botswana, Guyana, Lesotho), the rule correctly predicts the rate of traffic accidents as <b>high</b>.","Following countries fall into all of the groups defined by the rule: <b>Barbados, Botswana, Guyana, Lesotho </b><br/>For 3 of these countries (Botswana, Guyana, Lesotho), the rule correctly predicts the rate of traffic accidents as <b>high</b>.",1.0,1.0,17,"['Guyana', 'Botswana', 'Lesotho']",high,1.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1966&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.75,"['Botswana', 'Guyana', 'Lesotho']","['Barbados', 'Botswana', 'Guyana', 'Lesotho']",7515.0,4.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1966&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.75,"['Botswana', 'Guyana', 'Lesotho']","['Barbados', 'Botswana', 'Guyana', 'Lesotho']",7361.0,1.0,0.0205479452054795,differentLengthRulesR1subsumingR2AttH,"","",,,"",""
815374282,10/26/2015 15:06:28,10/30/2015 03:01:28,"","Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,18,"['United Kingdom', 'Cyprus', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",502.0,2.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",2426.0,3.0,0.0205479452054795,differentLengthRulesDisjunctAttL,"","",,,"",""
815374283,10/26/2015 15:06:28,12/4/2015 08:18:51,"","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,19,"['Latvia', 'Estonia']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",1186.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",261.0,2.0,0.0136986301369863,differentLengthRulesR1subsumingR2AttL,"","",,,"",""
815374284,10/26/2015 15:06:28,11/17/2015 04:57:26,"","Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,20,"['Angola', 'Mozambique']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Community Of Portuguese Language Countries&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",3980.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>States And Territories Established In 1975&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",4198.0,4.0,0.0136986301369863,sameLengthRulesDisjunctAttH,"","",,,"",""
815374285,10/26/2015 15:06:28,11/27/2015 21:35:07,"","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Kuwait, Oman, Qatar, United Arab Emirates </b><br/>For 3 of these countries (Bahrain, Qatar, United Arab Emirates), the rule correctly predicts the rate of traffic accidents as <b>low</b>.","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Kuwait, Oman, Qatar, United Arab Emirates </b><br/>For 3 of these countries (Bahrain, Qatar, United Arab Emirates), the rule correctly predicts the rate of traffic accidents as <b>low</b>.",1.0,1.0,21,"['Bahrain', 'Qatar', 'United Arab Emirates']",low,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.6,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Kuwait', 'Oman', 'Qatar', 'United Arab Emirates']",8332.0,3.0,0.0205479452054795,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.6,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Kuwait', 'Oman', 'Qatar', 'United Arab Emirates']",8447.0,4.0,0.0205479452054795,differentLengthRulesR2subsumingR1AttL,"","",,,"",""
815374286,10/26/2015 15:06:28,12/4/2015 02:40:50,"","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Rwanda, Uganda</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,22,"['Rwanda', 'Uganda']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1962&nbsp;<b>and</b> </li><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Landlocked Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",1237.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Swahilispeaking Countries And Territories&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Rwanda', 'Uganda']","['Rwanda', 'Uganda']",1582.0,3.0,0.0136986301369863,sameLengthRulesDisjunctAttH,"","",,,"",""
815374287,10/26/2015 15:06:28,11/5/2015 11:10:48,"","","","","",23,"",low,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",2.0,"",dfInvertedHeuristicsOther,"","",,,"",""
815374288,10/26/2015 15:06:28,11/11/2015 23:08:41,"","Following countries fall into all of the groups defined by the rule: <b>Kuwait, Qatar, United Arab Emirates </b><br/>For 2 of these countries (Qatar, United Arab Emirates), the rule correctly predicts the rate of traffic accidents as <b>low</b>.","Following countries fall into all of the groups defined by the rule: <b>Kuwait, Qatar, United Arab Emirates </b><br/>For 2 of these countries (Qatar, United Arab Emirates), the rule correctly predicts the rate of traffic accidents as <b>low</b>.",1.0,1.0,24,"['Qatar', 'United Arab Emirates']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>Member States Of OPEC&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.666666666666667,"['Qatar', 'United Arab Emirates']","['Kuwait', 'Qatar', 'United Arab Emirates']",8019.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>Member States Of OPEC&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.666666666666667,"['Qatar', 'United Arab Emirates']","['Kuwait', 'Qatar', 'United Arab Emirates']",8020.0,4.0,0.0136986301369863,sameLengthRulesNonDisjunctAttL,"","",,,"",""
815374289,10/26/2015 15:06:28,11/1/2015 15:45:18,"","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,25,"['Latvia', 'Estonia']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;<b>and</b> </li><li>Baltic States&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",782.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",3662.0,4.0,0.0136986301369863,differentLengthRulesNeitherDisjunctNorSubsumingAttL,"","",,,"",""
815374290,10/26/2015 15:06:28,10/26/2015 15:06:28,"","","","","",26,"",high,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1981&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>States And Territories Established In 1981&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",3.0,"",dfInvertedHeuristicsLargeDiffInRuleLen,"","",,,"",""
815374291,10/26/2015 15:06:28,10/26/2015 15:06:28,"","","","","",27,"",high,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of OPEC&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.75,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>South American Countries&nbsp;<b>and</b> </li><li>States And Territories Established In 1830&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"","","",3.0,"",dfInvertedHeuristicsLargeDiffInRuleLen,"","",,,"",""
815374292,10/26/2015 15:06:28,11/1/2015 15:45:18,"","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,28,"['United Kingdom', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",2396.0,3.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Council Of Europe&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Island Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Malta', 'United Kingdom']","['Malta', 'United Kingdom']",5157.0,4.0,0.0136986301369863,differentLengthRulesDisjunctAttL,"","",,,"",""
815374293,10/26/2015 15:06:28,10/26/2015 15:06:28,"","Following countries fall into all of the groups defined by the rule: <b>Qatar, United Arab Emirates</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Qatar, United Arab Emirates</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,29,"['Qatar', 'United Arab Emirates']",low,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>Member States Of OPEC&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Qatar', 'United Arab Emirates']","['Qatar', 'United Arab Emirates']",3523.0,4.0,0.0136986301369863,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>Member States Of OPEC&nbsp;<b>and</b> </li><li>States And Territories Established In 1971&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Qatar', 'United Arab Emirates']","['Qatar', 'United Arab Emirates']",3588.0,4.0,0.0136986301369863,sameLengthRulesNonDisjunctAttL,"","",,,"",""
815374294,10/26/2015 15:06:28,10/26/2015 15:06:28,"","","","","",30,"",low,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of NATO&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",1.0,"",if the country falls into all of the following group(s) (simultaneously) <ul><li>European Countries&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"","","",2.0,"",dfInvertedHeuristicsOther,"","",,,"",""
