_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,did_you_need_to_open_the_links_with_links_of_countries_in_each_of_the_groups_to_make_the_judgement,did_you_need_to_open_the_links_with_the_list_of_countries_in_each_of_the_groups_to_make_the_judgement,did_you_need_to_open_the_links_with_the_list_of_countries_in_each_of_the_groups_to_make_the_judgements,please_explain_the_intuition_behind_your_choices,please_explain_your_choices,select_onewhich_of_the_rules_do_you_find_as_more_plausible,similarity,what_is_the_rationale_for_your_choice,which_of_the_rules_do_you_find_as_more_intelligible,which_of_the_rules_do_you_find_as_more_plausible,which_of_the_rules_do_you_find_as_more_useful,word_1_wikipedia_url,word_2_wikipedia_url,orig__golden,cluer1,cluer2,correctlyclassifiedoverlap,coverageoverlap,id,intersectionwholerule,label,literalintersectionlength,r1,r1conf,r1correct,r1coverage,r1id,r1len,r1supp,r2,r2conf,r2correct,r2coverage,r2id,r2len,r2supp,tag,what_is_the_rationale_for_your_choice_gold,which_of_the_rules_do_you_find_as_more_plausible_gold,which_of_the_rules_do_you_find_as_more_plausible_gold_reason
815374281,10/31/2015 05:57:40,False,1786951447,,10/31/2015 05:52:29,False,prodege,0.8333,-503807291436463613,CAN,,,,,,,,,,Seems possible,,Rule 2 (strong preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Barbados, Botswana, Guyana, Lesotho </b><br/>For 3 of these countries (Botswana, Guyana, Lesotho), the rule correctly predicts the rate of traffic accidents as <b>high</b>.","Following countries fall into all of the groups defined by the rule: <b>Barbados, Botswana, Guyana, Lesotho </b><br/>For 3 of these countries (Botswana, Guyana, Lesotho), the rule correctly predicts the rate of traffic accidents as <b>high</b>.",1.0,1.0,17,"['Guyana', 'Botswana', 'Lesotho']",high,1.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1966&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.75,"['Botswana', 'Guyana', 'Lesotho']","['Barbados', 'Botswana', 'Guyana', 'Lesotho']",7515.0,4.0,0.0205479452055,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1966&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.75,"['Botswana', 'Guyana', 'Lesotho']","['Barbados', 'Botswana', 'Guyana', 'Lesotho']",7361.0,1.0,0.0205479452055,differentLengthRulesR1subsumingR2AttH,,,
815374281,11/1/2015 15:45:08,False,1787857368,,11/1/2015 15:41:39,False,inboxpounds,1.0,-8171693150563976186,GBR,B7,Bristol,,,,,,,,Both rules seem plausible,,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Barbados, Botswana, Guyana, Lesotho </b><br/>For 3 of these countries (Botswana, Guyana, Lesotho), the rule correctly predicts the rate of traffic accidents as <b>high</b>.","Following countries fall into all of the groups defined by the rule: <b>Barbados, Botswana, Guyana, Lesotho </b><br/>For 3 of these countries (Botswana, Guyana, Lesotho), the rule correctly predicts the rate of traffic accidents as <b>high</b>.",1.0,1.0,17,"['Guyana', 'Botswana', 'Lesotho']",high,1.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1966&nbsp;<b>and</b> </li><li>Englishspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.75,"['Botswana', 'Guyana', 'Lesotho']","['Barbados', 'Botswana', 'Guyana', 'Lesotho']",7515.0,4.0,0.0205479452055,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1966&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,0.75,"['Botswana', 'Guyana', 'Lesotho']","['Barbados', 'Botswana', 'Guyana', 'Lesotho']",7361.0,1.0,0.0205479452055,differentLengthRulesR1subsumingR2AttH,,,
815374282,10/27/2015 15:50:18,False,1783508229,,10/27/2015 15:24:54,False,clixsense,1.0,-8608807635120794393,GBR,,,,,,,,,,"Rule 2 boils down to a single nation (the UK) which does have relatively low traffic accidents. The other rule gives a larger, and thus more diverse, group of countries thus traffic accident rates are likely to vary more.",,Rule 2 (weak preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,18,"['United Kingdom', 'Cyprus', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",502.0,2.0,0.0205479452055,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",2426.0,3.0,0.0205479452055,differentLengthRulesDisjunctAttL,,,
815374282,10/28/2015 05:34:33,False,1783962922,,10/28/2015 05:29:43,False,prodege,1.0,-8251772860020055927,CAN,BC,Burnaby,,,,,,,,No reason to expect that one is more probable than the other.,,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,18,"['United Kingdom', 'Cyprus', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",502.0,2.0,0.0205479452055,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",2426.0,3.0,0.0205479452055,differentLengthRulesDisjunctAttL,,,
815374282,10/28/2015 17:46:55,False,1784386244,,10/28/2015 17:43:42,False,instagc,0.8333,-3784653182458935510,USA,IN,Greenfield,,,,,,,,less people,,Rule 1 (strong preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,18,"['United Kingdom', 'Cyprus', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",502.0,2.0,0.0205479452055,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",2426.0,3.0,0.0205479452055,differentLengthRulesDisjunctAttL,,,
815374282,10/29/2015 06:56:52,False,1784965774,,10/29/2015 06:51:48,False,prodege,0.8333,4112507932237998776,CAN,AB,Edmonton,,,,,,,,Both are equally plausible.,,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,18,"['United Kingdom', 'Cyprus', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",502.0,2.0,0.0205479452055,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",2426.0,3.0,0.0205479452055,differentLengthRulesDisjunctAttL,,,
815374282,10/30/2015 03:01:18,False,1785816725,,10/30/2015 02:50:52,False,instagc,0.8333,-7865428167243325,USA,CA,Baldwin Park,,,,,,,,"Both sets of rules yield a list of three countries: UK, Cyprus, and Malta.",,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Cyprus, Malta, United Kingdom</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,18,"['United Kingdom', 'Cyprus', 'Malta']",low,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>European Union Member Economies&nbsp;<b>and</b> </li><li>Island Countries&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",502.0,2.0,0.0205479452055,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The Commonwealth Of Nations&nbsp;<b>and</b> </li><li>Member States Of The European Union&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Cyprus', 'Malta', 'United Kingdom']","['Cyprus', 'Malta', 'United Kingdom']",2426.0,3.0,0.0205479452055,differentLengthRulesDisjunctAttL,,,
815374283,12/4/2015 08:18:37,False,1822341717,,12/4/2015 08:16:01,False,prodege,0.8333,5060161977526362548,GBR,H9,London,,,,,,,,Both can't be established in different years,,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,19,"['Latvia', 'Estonia']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",1186.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",261.0,2.0,0.013698630137,differentLengthRulesR1subsumingR2AttL,,,
815374283,12/4/2015 18:56:48,False,1822773250,,12/4/2015 18:54:14,False,neodev,0.8333,-7161851155458598400,GBR,I3,Chatham,,,,,,,,,,Rule 2 (strong preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,19,"['Latvia', 'Estonia']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",1186.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",261.0,2.0,0.013698630137,differentLengthRulesR1subsumingR2AttL,,,
815374283,12/5/2015 13:46:52,False,1823477655,,12/5/2015 13:41:52,False,prodege,0.8333,1819966378215678217,CAN,ON,Toronto,,,,,,,,I don't think either are plausible,,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,19,"['Latvia', 'Estonia']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",1186.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",261.0,2.0,0.013698630137,differentLengthRulesR1subsumingR2AttL,,,
815374283,12/7/2015 00:03:38,False,1824004119,,12/6/2015 23:54:04,False,prodege,0.8333,-3076874486935491071,CAN,ON,Markham,,,,,,,,Can't have a country established in two years,,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,19,"['Latvia', 'Estonia']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",1186.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",261.0,2.0,0.013698630137,differentLengthRulesR1subsumingR2AttL,,,
815374283,12/7/2015 00:27:01,False,1824008184,,12/7/2015 00:21:41,False,elite,0.8333,1184753701335980742,USA,CA,Encino,,,,,,,,both are not plausible,,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>","Following countries fall into all of the groups defined by the rule: <b>Estonia, Latvia</b><br/> All these countries have a risk of traffic accidents <b>low</b>",1.0,1.0,19,"['Latvia', 'Estonia']",low,2.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;<b>and</b> </li><li>Member States Of The Union For The Mediterranean&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",1186.0,3.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>States And Territories Established In 1918&nbsp;<b>and</b> </li><li>States And Territories Established In 1991&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,1.0,"['Estonia', 'Latvia']","['Estonia', 'Latvia']",261.0,2.0,0.013698630137,differentLengthRulesR1subsumingR2AttL,,,
815374284,11/12/2015 05:02:55,False,1798518332,,11/12/2015 04:54:30,False,prodege,0.8333,-4966026735920940732,USA,NY,Albany,,,,,,,,rule 1 countries would be too poor to have a lot of cars,,Rule 2 (weak preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,20,"['Angola', 'Mozambique']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Community Of Portuguese Language Countries&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",3980.0,4.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>States And Territories Established In 1975&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",4198.0,4.0,0.013698630137,sameLengthRulesDisjunctAttH,,,
815374284,11/12/2015 19:31:53,False,1799165725,,11/12/2015 19:28:44,False,instagc,0.8333,5906844833637705243,USA,IA,Sioux City,,,,,,,,First rule has least developed which means less traffic,,Rule 2 (weak preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,20,"['Angola', 'Mozambique']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Community Of Portuguese Language Countries&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",3980.0,4.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>States And Territories Established In 1975&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",4198.0,4.0,0.013698630137,sameLengthRulesDisjunctAttH,,,
815374284,11/14/2015 03:04:13,False,1800782602,,11/14/2015 03:01:23,False,instagc,0.8333,-449303342015938869,CAN,ON,Woodbridge,,,,,,,,No reason.,,Rule 1 (strong preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,20,"['Angola', 'Mozambique']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Community Of Portuguese Language Countries&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",3980.0,4.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>States And Territories Established In 1975&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",4198.0,4.0,0.013698630137,sameLengthRulesDisjunctAttH,,,
815374284,11/14/2015 22:12:25,False,1801428507,,11/14/2015 22:07:15,False,instagc,0.8333,4383770319965537099,GBR,W7,Dumbarton,,,,,,,,I think they would be similar,,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,20,"['Angola', 'Mozambique']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Community Of Portuguese Language Countries&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",3980.0,4.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>States And Territories Established In 1975&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",4198.0,4.0,0.013698630137,sameLengthRulesDisjunctAttH,,,
815374284,11/17/2015 04:57:10,False,1803542457,,11/17/2015 04:54:52,False,prodege,1.0,-9091541915389020917,GBR,F6,Romford,,,,,,,,Cannot be African and Portugese,,Rule 2 (strong preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>","Following countries fall into all of the groups defined by the rule: <b>Angola, Mozambique</b><br/> All these countries have a risk of traffic accidents <b>high</b>",1.0,1.0,20,"['Angola', 'Mozambique']",high,0.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Member States Of The Community Of Portuguese Language Countries&nbsp;<b>and</b> </li><li>Least Developed Countries&nbsp;<b>and</b> </li><li>African Union Member Economies&nbsp;<b>and</b> </li><li>Bantu Countries And Territories&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",3980.0,4.0,0.013698630137,if the country falls into all of the following group(s) (simultaneously) <ul><li>World Trade Organization Member Economies&nbsp;<b>and</b> </li><li>Member States Of The United Nations&nbsp;<b>and</b> </li><li>Member States Of The African Union&nbsp;<b>and</b> </li><li>States And Territories Established In 1975&nbsp;</li></ul>then the risk of traffic accidents is <b>high</b>,1.0,"['Angola', 'Mozambique']","['Angola', 'Mozambique']",4198.0,4.0,0.013698630137,sameLengthRulesDisjunctAttH,,,
815374285,11/26/2015 13:19:23,False,1813229654,,11/26/2015 13:13:41,False,instagc,1.0,2277784276678441681,USA,WV,Martinsburg,,,,,,,,Fewer groups.,,Rule 1 (weak preference),,,,,"Following countries fall into all of the groups defined by the rule: <b>Bahrain, Kuwait, Oman, Qatar, United Arab Emirates </b><br/>For 3 of these countries (Bahrain, Qatar, United Arab Emirates), the rule correctly predicts the rate of traffic accidents as <b>low</b>.","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Kuwait, Oman, Qatar, United Arab Emirates </b><br/>For 3 of these countries (Bahrain, Qatar, United Arab Emirates), the rule correctly predicts the rate of traffic accidents as <b>low</b>.",1.0,1.0,21,"['Bahrain', 'Qatar', 'United Arab Emirates']",low,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.6,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Kuwait', 'Oman', 'Qatar', 'United Arab Emirates']",8332.0,3.0,0.0205479452055,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.6,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Kuwait', 'Oman', 'Qatar', 'United Arab Emirates']",8447.0,4.0,0.0205479452055,differentLengthRulesR2subsumingR1AttL,,,
815374285,11/27/2015 06:28:45,False,1813976637,,11/27/2015 06:23:34,False,instagc,0.8333,-308112905792923382,USA,TX,Lumberton,,,,,,,,"Similar groups, not enough to judge",,No preference,,,,,"Following countries fall into all of the groups defined by the rule: <b>Bahrain, Kuwait, Oman, Qatar, United Arab Emirates </b><br/>For 3 of these countries (Bahrain, Qatar, United Arab Emirates), the rule correctly predicts the rate of traffic accidents as <b>low</b>.","Following countries fall into all of the groups defined by the rule: <b>Bahrain, Kuwait, Oman, Qatar, United Arab Emirates </b><br/>For 3 of these countries (Bahrain, Qatar, United Arab Emirates), the rule correctly predicts the rate of traffic accidents as <b>low</b>.",1.0,1.0,21,"['Bahrain', 'Qatar', 'United Arab Emirates']",low,3.0,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.6,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Kuwait', 'Oman', 'Qatar', 'United Arab Emirates']",8332.0,3.0,0.0205479452055,if the country falls into all of the following group(s) (simultaneously) <ul><li>Arabicspeaking Countries And Territories&nbsp;<b>and</b> </li><li>Middle Eastern Countries&nbsp;<b>and</b> </li><li>Member States Of The Arab League&nbsp;<b>and</b> </li><li>Member States Of The Cooperation Council For The Arab States Of The Gulf&nbsp;</li></ul>then the risk of traffic accidents is <b>low</b>,0.6,"['Bahrain', 'Qatar', 'United Arab Emirates']","['Bahrain', 'Kuwait', 'Oman', 'Qatar', 'United Arab Emirates']",8447.0,4.0,0.0205479452055,differentLengthRulesR2subsumingR1AttL,,,
